Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
Chad,TCD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.4000022530094,3.99999789503953
Chad,TCD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,38.0140712835805,37.8282721194732
Channel Islands,CHI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Channel Islands,CHI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Channel Islands,CHI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Channel Islands,CHI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Channel Islands,CHI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Channel Islands,CHI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Chile,CHL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.88514955398931,-2.54888090721049
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.5290447397051,27.8746677570512
"Chile,CHL,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,84063817032.2498,77254740134.3842"
Chile,CHL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,87715867712.0526,82753869493.5382
Chile,CHL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.6042111584306,-1.73478058526551
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.6480058934679,29.7370868110317
China,CHN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.1121035364139,18.4099923154801
"China,CHN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,2651009602168.9,2630999236934.95"
China,CHN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2564121910994.89,2496153305902.9
China,CHN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.4536805657234,17.4801037187624
Colombia,COL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.642348450761034,3.08409774146303
Colombia,COL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,15.8997196775431,15.8680386541241
"Colombia,COL,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,53724018798.5033,51324020019.4864"
Colombia,COL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,68961912988.8708,70067176051.0406
Colombia,COL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.80541906500069,7.34397308041378
Colombia,COL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.6350331193542,21.6904953267149
Comoros,COM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,19.2378632033374,6.83716559599543
Comoros,COM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.909022989086,12.7734606325226
"Comoros,COM,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,149388996.312483,142209626.490449"
Comoros,COM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,357675038.221026,352466444.794422
Comoros,COM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,12.1117520431699,5.70260800492768
Comoros,COM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.087130352257,29.4946179024958
Congo, Dem. Rep.,COD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,14.2445796316987,1.44273479912704
Congo, Dem. Rep.,COD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.5535282647371,25.8676651009614
"Congo, Dem. Rep.,COD,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,16081644519.2321,15173187659.7912"
Congo, Dem. Rep.,COD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,17774432909.8784,15205263183.3104
Congo, Dem. Rep.,COD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,22.6320260719602,-15.2749969920427
Congo, Dem. Rep.,COD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,37.3662008854446,29.3674929390241
Congo, Rep.,COG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,20.6076959351059,-3.74206704655904
Congo, Rep.,COG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,62.2105922950548,56.1988143702835
"Congo, Rep.,COG,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,7854704718.75779"
Congo, Rep.,COG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5669133279.44923,4944506820.52635
Congo, Rep.,COG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.136967106876384,-11.196603982288
Congo, Rep.,COG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,38.372624484659,35.3769404227539
Costa Rica,CRI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.89096079589457,4.26147004697248
Costa Rica,CRI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.7385107761536,34.3253215593308
"Costa Rica,CRI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,21481080533.9011,22744423969.7376"
Costa Rica,CRI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,20727758848.7705,20249829012.3889
Costa Rica,CRI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.85595796039215,-2.29742946259312
Costa Rica,CRI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,33.2068312404824,31.4352084583314
Cote d'Ivoire,CIV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-3.71760771701165,9.76296536529813
Cote d'Ivoire,CIV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.6941999168587,22.6604887650452
"Cote d'Ivoire,CIV,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,13084415386.5339,13790700196.5208"
Cote d'Ivoire,CIV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,13661082703.3125,13284189624.8842
Cote d'Ivoire,CIV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.38906979974112,3.8784304373811
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.3433087934287,21.9999218180343
Croatia,HRV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.60014261238742,6.84303169624086
Croatia,HRV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.1092106291889,50.4892350523665
"Croatia,HRV,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,30656315240.9064,31508645629.4098"
Croatia,HRV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,30808538984.8123,31282560318.6544
Croatia,HRV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,7.42147642724495,6.68008678614342
Croatia,HRV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.9586073447811,50.8927782779613
Cuba,CUB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-2.35597439544807,-4.59801511426751
Cuba,CUB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.5227333911607,12.2133743797594
"Cuba,CUB,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Cuba,CUB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,12567000000,10971000000
Cuba,CUB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-1.6571777145181,-3.23581102036596
Cuba,CUB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.5607151085146,10.6074200696913
Curacao,CUW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Curacao,CUW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,63.2460008659465,..
"Curacao,CUW,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1934706439.12291,1774962069.82682"
Curacao,CUW,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2803351955.30726,..
Curacao,CUW,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Curacao,CUW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,92.0228579057409,..
Cyprus,CYP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,7.21997581622314,8.72475962102027
Cyprus,CYP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,74.511134620546,75.7588676037208
"Cyprus,CYP,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,19144948810.1229,19835078554.2788"
Cyprus,CYP,Imports of goods and services (current US$),NE.IMP.GNFS.CD,18829376940.4551,19581301859.6716
Cyprus,CYP,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.32387962814586,9.51747898635375
Cyprus,CYP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,73.1124327895079,74.7473019574414
Czechia,CZE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.50177596490282,1.31157013322046
Czechia,CZE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,75.6097814865591,72.1248511386482
"Czechia,CZE,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,192240473792.598,187087553504.751"
Czechia,CZE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,175215168028.716,169560596975.875
Czechia,CZE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.51187710408591,1.29090666719817
Czechia,CZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,69.5319364042301,66.0297588552233
Denmark,DNK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.40411579622611,4.4170630420102
Denmark,DNK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,56.9833683807386,58.9506079167167
"Denmark,DNK,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,202374505034.215,203575052390.3"
Denmark,DNK,Imports of goods and services (current US$),NE.IMP.GNFS.CD,184150748807.726,182858534958.076
Denmark,DNK,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.70522922903265,3.05333834659271
Denmark,DNK,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,51.8306171211701,52.9408671489359
Djibouti,DJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.86096930455138,9.21487315697658
Djibouti,DJI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,156.619875027706,166.717746372109
"Djibouti,DJI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,4563067954.82807,5149672801.75106"
Djibouti,DJI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4188947845.21807,4763668896.7539
Djibouti,DJI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-2.88060688668284,10.0515530037071
Djibouti,DJI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,143.778811648303,154.221256626515
Dominica,DMA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Dominica,DMA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.1932598071942,..
"Dominica,DMA,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,147846672.420143,202670740.185611"
Dominica,DMA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,431429629.62963,..
Dominica,DMA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Dominica,DMA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,77.7672443720458,..
Dominican Republic,DOM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.0548935071681,1.53654799496333
Dominican Republic,DOM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.5514313052003,23.0692820412923
"Dominican Republic,DOM,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,20051700000,20509200000"
Dominican Republic,DOM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,24387166196.9332,24851876363.5139
Dominican Republic,DOM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.52565437381136,5.81288044865414
Dominican Republic,DOM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.5045350822178,27.9418628796634
Ecuador,ECU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.85059085380517,4.92909876411531
Ecuador,ECU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.5438708460917,24.0486348220803
"Ecuador,ECU,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,25406322774.1775,25929629830.8238"
Ecuador,ECU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,26295241000,25859813000
Ecuador,ECU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.56326138240348,1.0429377696139
Ecuador,ECU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.4654772531205,24.0342151181344
El Salvador,SLV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.55140186915888,8.51279219584025
El Salvador,SLV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.9343737810256,29.9559096080003
"El Salvador,SLV,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,7564979852.29191,8056709675.599"
El Salvador,SLV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,12151540000,12388470000
El Salvador,SLV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.59518848266718,4.23744460856722
El Salvador,SLV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,46.69924310697,46.0861034911466
Equatorial Guinea,GNQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-5.6620980518442,-13.5168404811749
Equatorial Guinea,GNQ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,59.6145347244398,51.1307495482003
"Equatorial Guinea,GNQ,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Equatorial Guinea,GNQ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5766764651.86857,4971586017.96072
Equatorial Guinea,GNQ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.19716508903359,-11.239067147449
Equatorial Guinea,GNQ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.0311468985135,43.7480428771542
Eritrea,ERI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Eritrea,ERI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Eritrea,ERI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Eritrea,ERI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Eritrea,ERI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Eritrea,ERI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Estonia,EST,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.89587310925414,5.03448649628346
Estonia,EST,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,72.9004951572088,72.0191543549198
"Estonia,EST,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,22744792026.1423,22952215734.738"
Estonia,EST,Imports of goods and services (current US$),NE.IMP.GNFS.CD,22038410927.6141,21780286721.0117
Estonia,EST,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.48579825600405,3.67239051852597
Estonia,EST,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,70.5847297075262,68.3329936436289
Eswatini,SWZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Eswatini,SWZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Eswatini,SWZ,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1899341355.88341,2047508514.21664"
Eswatini,SWZ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Eswatini,SWZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Eswatini,SWZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Ethiopia,ETH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.40910590385315,-5.77984688357574
Ethiopia,ETH,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,8.37267586646371,7.9399766087609
"Ethiopia,ETH,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,7624331353.22779,7588186488.29751"
Ethiopia,ETH,Imports of goods and services (current US$),NE.IMP.GNFS.CD,19235875928.3992,20022068000.8819
Ethiopia,ETH,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-6.59274307529672,-5.260599075108
Ethiopia,ETH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.8266990770053,20.8753243982814
Faroe Islands,FRO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Faroe Islands,FRO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.8180066352782,55.7701753016943
"Faroe Islands,FRO,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Faroe Islands,FRO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1723635266.03901,1726424994.45606
Faroe Islands,FRO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Faroe Islands,FRO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,54.0561614716809,52.853529673679
Fiji,FJI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Fiji,FJI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.7487957958311,48.4609020081916
"Fiji,FJI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,2660357995.29016,2636399008.32582"
Fiji,FJI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,3096944495.01289,3209508640.32609
Fiji,FJI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Fiji,FJI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,55.4866241995596,58.9505618148068
Finland,FIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.71362354125455,6.84718689943267
Finland,FIN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.1492205860158,40.6183181143561
"Finland,FIN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,107161461543.498,108450803423.592"
Finland,FIN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,109532349829.804,106661292345.098
Finland,FIN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.8316932068945,2.37478021730311
Finland,FIN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.9943942562687,39.9458321803805
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.76728351350705,2.07844651300277
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.9179818922164,32.8895593910847
"France,FRA,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,903396692144.506,885999434707.238"
France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,942517078079.137,913209092423.528
France,FRA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.16058290710932,1.93612573874211
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,33.8842788890102,33.5394177830602
French Polynesia,PYF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
French Polynesia,PYF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.9791687502218,20.5923590296429
"French Polynesia,PYF,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
French Polynesia,PYF,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2701628755.82569,2572340201.84497
French Polynesia,PYF,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
French Polynesia,PYF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.0354941009849,42.7137533727575
Gabon,GAB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.35742027729384,14.0025061227662
Gabon,GAB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.2990764910062,51.4310732271996
"Gabon,GAB,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Gabon,GAB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,3835211917.58144,3711865707.4978
Gabon,GAB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,51.2408232558749,25.4542490483297
Gabon,GAB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.7375212062962,21.9970162214648
Gambia, The,GMB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,34.4953686592924,-6.33437919027342
Gambia, The,GMB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.2881797710858,20.1658912380486
"Gambia, The,GMB,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,362513207.160957,360207997.779821"
Gambia, The,GMB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,710441023.977908,649852994.642033
Gambia, The,GMB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,19.0794155522561,-0.243452977509193
Gambia, The,GMB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,42.5242842292877,35.8320203806507
Georgia,GEO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.3575041383974,10.9339126331775
Georgia,GEO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.6955410587561,54.3043084100873
"Georgia,GEO,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,8896617467.44,9546068065.73"
Georgia,GEO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,10768774511.738,11201362124.0068
Georgia,GEO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,9.23950997323402,6.81019216291622
Georgia,GEO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,60.1521994975096,63.5057718296264
Germany,DEU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.4860570184622,1.90001822057837
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.6073917339186,42.3863044855837
"Germany,DEU,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1732828240441.1,1680667635419.76"
Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1483856351069.02,1454172759796.08
Germany,DEU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.99300980954558,3.50960675259282
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.6202679583694,36.747442628887
Ghana,GHA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.61638456723553,12.7330679998953
Ghana,GHA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.4548954489265,37.4495998625311
"Ghana,GHA,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,22514756474.4684,25592338542.4601"
Ghana,GHA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,23220563122.5704,26908214028.2637
Ghana,GHA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.96229550486433,15.8811634836783
Ghana,GHA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.5036220155637,39.3752028696209
Gibraltar,GIB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Gibraltar,GIB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Gibraltar,GIB,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Gibraltar,GIB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Gibraltar,GIB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Gibraltar,GIB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Greece,GRC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.23379060092361,4.84015301357688
Greece,GRC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,38.630976154138,39.5602917930958
"Greece,GRC,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,81867719580.7369,81184115053.0156"
Greece,GRC,Imports of goods and services (current US$),NE.IMP.GNFS.CD,86614673393.3694,85057112398.1724
Greece,GRC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.2508266939175,2.81982033443533
Greece,GRC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,40.6071874522328,41.0298090980773
Greenland,GRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.60220833409252,-5.43967639817095
Greenland,GRL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,44.4545789045455,41.0427004962382
"Greenland,GRL,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Greenland,GRL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1384944998.26514,1533065634.97693
Greenland,GRL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.4187301666625,15.1430871697285
Greenland,GRL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,45.3221117220578,51.148051064511
Grenada,GRD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Grenada,GRD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Grenada,GRD,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,621273651.047504,662039961.982581"
Grenada,GRD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Grenada,GRD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Grenada,GRD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Guam,GUM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.263157894736835,18.2852143482065
Guam,GUM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.2530160304082,22.2501966955153
"Guam,GUM,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Guam,GUM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,3250000000,3547000000
Guam,GUM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.77598450613299,8.9824120603015
Guam,GUM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,53.7101305569327,55.8143194335169
Guatemala,GTM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.370081694226599,0.231762325399714
Guatemala,GTM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.1693265265636,17.6119761529528
"Guatemala,GTM,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,13351063340,13597600430"
Guatemala,GTM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,21149627997.2577,21534755007.9268
Guatemala,GTM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.92685794892655,4.85710070046441
Guatemala,GTM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.8423555448314,27.9047665962287
Guinea,GIN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.349235411879064,-1.90319742549462
Guinea,GIN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.2070955328741,35.0420493356329
